SEQENCE ID                     TM SP PREDICTION
Q8DR84                         10  0 i31-58o78-96i117-136o166-188i209-230o236-259i266-288o308-327i359-383o415-433i
Q8DR85                          0  0 o
Q8DR89                          0  0 o
Q8DR92                          0  0 o
Q8DR96                          0  0 o
Q8DR97                          0  0 o
Q8DRA0                          0  0 o
Q8DRA1                          0  0 o
Q8DRA3                          0  0 o
Q8DRA5                          0  0 o
Q8DRA6                          1  Y n25-36c44/45o1233-1250i
Q8DRB1                          4  0 o6-25i180-197o345-368i389-410o
Q8DRB2                          7  0 o12-39i51-72o78-98i110-127o139-156i177-194o200-220i
Q8DRB6                          0  0 o
Q8DRB7                          0  0 o
Q8DRC0                          9  Y n38-52c70/71o80-101i108-128o148-166i187-207o227-251i258-279o299-320i355-375o395-422i
Q8DRC2                          0  0 o
Q8DRD5                         10  0 i20-40o68-88i116-137o149-169i181-201o213-233i268-290o315-332i370-388o394-416i
Q8DRD6                          0  0 o
Q8DRD9                          3  0 i12-34o40-58i70-87o
Q8DRE0                          0  0 o
Q8DRE2                          0  0 o
Q8DRF0                          0  0 o
Q8DRG1                          0  Y n6-16c21/22o
Q8DRG5                          0  Y n4-19c27/28o
Q8DRH3                          0  0 o
Q8DRH6                          0  0 o
Q8DRH8                          0  0 o
Q8DRI2                          5  0 i70-96o108-128i181-204o210-228i300-318o
Q8DRI4                          0  0 o
Q8DRI9                          0  0 o
Q8DRJ0                          0  0 o
Q8DRK0                          2  0 o6-26i38-62o
Q8DRK1                          0  0 o
Q8DRK6                          0  0 o
Q8DRK9                          0  0 o
Q8DRL6                          0  Y n15-26c34/35o
Q8DRL7                          0  0 o
Q8DRL9                          0  0 o
Q8DRM7                          0  0 o
Q8DRN2                          0  0 o
Q8DRN4                          0  0 o
Q8DRN5                          0  0 o
Q8DRN9                          0  0 o
Q8DRP2                          0  0 o
Q8DRP3                          0  0 o
Q8DRP9                          0  0 o
Q8DRQ3                          0  0 o
Q9EUQ7                          0  0 o
P0A3T5                          0  0 o
P67187                          0  0 o
P67294                          0  Y n3-15c20/21o
P67362                          0  0 o
Q7CRA7                          0  0 o
Q7CRB4                          0  0 i
Q7CRB5                          7  0 o6-22i34-53o59-77i84-103o123-142i162-180o192-209i
Q7CRB6                          0  0 o
Q7CRB9                          0  Y n9-20c28/29o
Q7ZAK2                          0  Y n18-28c33/34o
Q7ZAK3                          0  0 o
Q7ZAK4                          0  0 o
Q8CLX6                         13  0 i12-32o79-99i120-138o144-169i176-194o200-219i264-282o317-339i351-372o392-412i424-444o450-470i482-502o
Q8CM18                          0  0 o
Q8CM31                          0  0 o
Q8CM37                          0  0 o
Q8CM57                          0  0 o
Q8CMJ8                          0  0 o
Q8CWN1                          7  Y n23-33c38/39o62-89i96-116o143-161i181-200o206-222i229-249o255-273i
Q8CWP0                          0  0 o
Q8CWP1                          0  0 o
Q8CWP2                          0  0 o
Q8CWP5                          0  0 o
Q8CWP6                          0  0 o
Q8CWP7                          0  0 o
Q8CWQ2                         11  Y n8-19c24/25o40-60i72-92o98-120i132-150o156-180i222-242o254-274i286-305o311-333i345-365o377-396i
Q8CWQ8                          0  0 o
Q8CWR1                          0  0 o
Q8CWR4                          0  Y n19-28c32/33o
Q8CWR7                         12  0 i29-51o57-77i89-108o151-172i184-203o215-240i261-285o305-329i359-376o382-401i413-434o440-458i
Q8CWS3                          0  Y n5-14c19/20o
Q8CWT0                          0  Y n9-20c25/26o
Q8CWT1                          0  Y n5-15c20/21o
Q8CWT5                          0  0 o
Q8CWT7                          0  0 o
Q8CWT9                         14  0 i12-32o52-72i84-109o115-132i144-167o173-191i212-229o235-253i297-317o329-348i360-378o384-400i412-431o437-454i
Q8CWU0                          0  0 o
Q8CWU1                          9  0 o17-34i41-61o97-119i131-157o169-196i234-253o265-287i299-318o324-340i
Q8CWU2                          3  0 i20-37o43-67i74-93o
Q8CWV9                          0  0 i
Q8CY59                          0  0 o
Q8CY60                          0  0 o
Q8CY61                          0  0 o
Q8CY63                          0  0 o
Q8CY65                          0  0 o
Q8CY66                          0  0 o
Q8CY67                          0  0 i
Q8CY68                          2  0 i12-33o39-59i
Q8CY69                          0  0 o
Q8CY70                          2  0 o6-29i49-65o
Q8CY71                          2  0 i7-26o38-54i
Q8CY72                          5  Y n9-22c34/35o44-67i102-125o131-150i192-214o220-241i
Q8CY73                          7  0 i7-24o36-54i75-93o113-130i150-166o172-187i192-212o
Q8CY74                          1  Y n4-19c23/24o33-53i
Q8CY75                          0  Y n7-18c30/31o
Q8CY76                          2  0 i12-28o40-59i
Q8CY77                          1  0 o26-44i
Q8CY78                          0  0 o
Q8CY79                          0  Y n4-12c17/18o
Q8CY80                          0  0 o
Q8CY81                          0  0 o
Q8CY82                          5  0 o26-46i67-90o126-144i172-195o247-266i
Q8CY83                         11  0 i7-23o29-49i69-90o134-154i166-189o195-218i238-255o261-284i296-318o324-346i366-389o
Q8CY85                          0  0 o
Q8CY86                          0  0 o
Q8CY88                          0  0 o
Q8CY89                          1  0 o20-40i
Q8CY90                          0  0 i
Q8CY91                          2  0 i12-30o36-53i
Q8CY92                          3  0 i16-36o42-64i76-100o
Q8CY93                          1  0 o195-213i
Q8CY94                          0  0 i
Q8CY95                          0  0 i
Q8CY96                          0  0 o
Q8CY97                          3  0 o148-168i197-215o221-239i
Q8CY98                          4  0 i9-26o32-54i107-130o136-152i
Q8CY99                          0  0 o
Q8CYA0                          0  0 o
Q8CYA1                          0  Y n10-21c26/27o
Q8CYA2                          5  Y n6-13c18/19o34-55i75-95o107-126i147-176o188-205i
Q8CYA3                          0  0 o
Q8CYA4                          0  0 o
Q8CYA5                          0  0 i
Q8CYA6                          0  0 o
Q8CYA7                          0  0 o
Q8CYA8                          0  0 o
Q8CYA9                          0  0 i
Q8CYB0                          0  0 o
Q8CYB1                          0  0 o
Q8CYB2                          0  0 o
Q8CYB3                          2  0 i38-59o65-85i
Q8CYB4                          0  0 o
Q8CYB5                          0  0 o
Q8CYB6                          0  Y n10-18c23/24o
Q8CYB7                          0  0 o
Q8CYB8                          3  Y n5-15c20/21o30-46i53-72o78-97i
Q8CYB9                          0  Y n12-20c25/26o
Q8CYC0                          0  0 i
Q8CYC1                         10  0 i20-47o67-96i108-129o163-180i187-205o211-227i232-249o313-335i347-364o370-386i
Q8CYC3                          0  0 o
Q8CYC4                          0  0 o
Q8CYC5                          0  0 o
Q8CYC6                          0  0 o
Q8CYC7                          0  0 o
Q8CYC8                          0  0 i
Q8CYD0                          0  0 o
Q8CYD1                          1  0 o6-23i
Q8CYD2                          0  0 i
Q8CYD3                          0  0 o
Q8CYD4                          0  0 o
Q8CYD5                          0  0 i
Q8CYD6                          0  0 o
Q8CYD7                          0  0 o
Q8CYD8                          2  0 i9-27o55-77i
Q8CYD9                          0  0 o
Q8CYE0                          0  0 o
Q8CYE1                          0  0 o
Q8CYE2                          0  0 o
Q8CYE3                          5  0 i12-34o40-61i68-87o121-142i149-168o
Q8CYE4                          0  0 i
Q8CYE5                          0  0 o
Q8CYE6                          3  0 o36-53i89-108o114-136i
Q8CYE7                          5  0 o6-24i31-48o54-73i80-98o118-140i
Q8CYE8                          0  Y n3-14c19/20o
Q8CYE9                          5  0 i20-42o62-89i96-117o146-166i178-198o
Q8CYF0                          6  0 i43-65o77-101i134-157o177-199i211-231o251-275i
Q8CYF1                          3  0 o6-23i35-62o74-93i
Q8CYF2                          3  0 o6-21i33-60o72-94i
Q8CYF3                          0  Y n10-21c26/27o
Q8CYF4                          6  0 i12-37o71-90i118-140o169-189i201-219o239-256i
Q8CYF5                          5  0 o26-43i79-96o134-157i164-188o194-215i
Q8CYF6                          2  0 i12-33o39-64i
Q8CYF7                          2  0 i20-40o46-64i
Q8CYF8                          0  0 o
Q8CYF9                          0  0 o
Q8CYG0                          3  0 i26-49o82-105i117-136o
Q8CYG1                          7  0 o20-37i49-65o77-93i100-117o123-147i159-177o197-214i
Q8CYG2                          0  0 o
Q8CYG3                          0  0 i
Q8CYG4                          1  0 o27-44i
Q8CYG5                          0  0 o
Q8CYG6                          9  0 o6-24i44-61o404-425i446-473o493-517i570-590o796-814i848-869o889-911i
Q8CYG7                          1  0 o32-50i
Q8CYG8                          0  0 o
Q8CYG9                          2  0 i37-57o63-82i
Q8CYH0                          0  0 o
Q8CYH1                          3  0 i7-27o33-53i73-92o
Q8CYH2                          3  0 o40-62i83-104o110-132i
Q8CYH3                          1  0 o17-37i
Q8CYH4                          1  0 o12-30i
Q8CYH5                          2  0 i21-41o53-82i
Q8CYH6                          0  0 o
Q8CYH7                          0  0 i
Q8CYH8                          0  0 o
Q8CYH9                          2  0 i12-30o42-63i
Q8CYI0                          1  0 o35-57i
Q8CYI1                          6  0 i7-25o37-55i76-96o102-122i134-154o180-201i
Q8CYI2                          0  0 i
Q8CYI3                          1  Y n4-19c24/25o34-55i
Q8CYI4                          0  0 o
Q8CYI5                          0  0 i
Q8CYI6                          3  0 i5-23o29-47i80-103o
Q8CYI7                          2  0 o6-24i36-57o
Q8CYI8                          1  Y n27-38c49/50o2530-2546i
Q8CYI9                          0  0 o
Q8CYJ0                          0  0 o
Q8CYJ2                          0  0 o
Q8CYJ3                          0  0 o
Q8CYJ4                          0  0 o
Q8CYJ5                          0  0 o
Q8CYJ6                          0  0 o
Q8CYJ7                          0  0 o
Q8CYJ9                          0  0 o
Q8CYK0                          0  0 o
Q8CYK1                          0  0 o
Q8CYK2                          0  0 o
Q8CYK3                          1  0 o176-195i
Q8CYK4                          0  0 o
Q8CYK5                          0  0 o
Q8CYK6                          0  0 o
Q8CYK7                          0  0 o
Q8CYK8                          0  0 i
Q8CYK9                          0  0 o
Q8CYL0                          2  0 i12-34o54-76i
Q8CYL1                          1  0 o12-28i
Q8CYL2                          0  0 o
Q8CYL3                          0  0 o
Q8CYL4                          0  0 o
Q8CYL5                          1  0 i137-156o
Q8CYL6                          0  0 o
Q8CYL7                          0  0 o
Q8CYL8                          0  0 o
Q8CYL9                          5  0 o12-31i38-58o64-97i109-132o159-180i
Q8CYM0                          0  0 o
Q8CYM1                          1  0 o32-48i
Q8CYM2                          0  0 o
Q8CYM3                          7  0 o20-41i53-73o93-120i132-157o163-181i193-210o216-234i
Q8CYM4                          4  0 i26-44o50-66i78-99o119-140i
Q8CYM5                          0  0 i
Q8CYM6                          4  0 i16-41o101-124i136-155o190-211i
Q8CYM7                          0  0 o
Q8CYM8                          2  0 i12-28o40-64i
Q8CYM9                         12  0 i54-77o83-107i127-154o166-189i201-221o257-274i319-345o365-393i414-438o444-465i486-512o518-543i
Q8CYN0                         12  0 i7-28o34-51i56-73o93-118i139-157o184-203i210-227o233-250i262-281o398-420i427-445o451-470i
Q8CYN1                          2  0 o20-38i203-228o
Q8CYN2                          0  0 o
Q8CYN3                          0  Y n3-10c15/16o
Q8CYN4                          0  0 i
Q8CYN5                          0  0 o
Q8CYN6                          0  0 o
Q8CYN7                          6  0 i7-26o32-50i66-84o104-122i143-169o175-194i
Q8CYN8                         10  0 i16-38o58-80i100-126o146-175i196-214o226-255i276-297o317-338i368-392o404-424i
Q8CYN9                          1  0 o20-46i
Q8CYP0                          0  0 o
Q8CYP1                          0  0 o
Q8CYP2                          0  0 o
Q8CYP3                          0  0 o
Q8CYP4                          2  0 i7-27o33-51i
Q8CYP5                          0  Y n11-22c27/28o
Q8CYP6                          0  0 i
Q8CYP7                          0  0 o
Q8CYP8                          0  0 i
Q8CYP9                          0  0 i
Q8CYQ0                          0  0 o
Q8CYQ1                          0  0 o
Q8CYQ2                          0  0 o
Q8CYQ3                          0  0 o
Q8CYQ4                          0  0 i
Q8CYQ5                          5  0 o27-50i62-89o95-113i125-149o161-186i
Q8CYQ6                          0  0 o
Q8CYQ7                          0  0 o
Q8CYQ8                          0  0 i
Q8CYQ9                          0  0 o
Q8CYR0                          0  0 o
Q8CYR3                          0  0 o
Q8CYR4                          0  0 o
Q8CYR5                          0  0 o
Q8CYR6                          0  0 i
Q8CYR7                          0  0 o
Q8CYR8                          0  Y n10-18c23/24o
Q8CYR9                          0  0 o
Q8CYS0                          0  0 o
Q8CYS1                          0  0 i
Q8CYS2                          0  0 o
Q8CYS3                          1  0 i29-52o
Q8CYS4                         10  0 i12-33o39-59i71-95o101-124i136-156o171-192i204-225o231-250i262-282o288-306i
Q8CYS5                          0  0 o
Q8CYS6                          0  0 o
Q8CYS7                          0  0 o
Q8CYS8                          0  0 o
Q8CYS9                          0  0 i
Q8CYT0                          0  0 i
Q8CYT1                          0  0 o
Q8CYT2                          0  0 o
Q8CYT3                          0  0 o
Q8CYT4                          0  0 o
Q8CYT5                          0  0 o
Q8CYT6                          0  0 o
Q8CYT7                          0  0 i
Q8CYT8                          0  0 o
Q8CYT9                          0  0 o
Q8CYU0                          0  0 i
Q8CYU1                          0  0 i
Q8CYU2                          0  0 o
Q8CYU3                          0  0 o
Q8CYU4                          0  0 o
Q8CYU5                          0  0 o
Q8CYU6                          1  0 o12-32i
Q8CYU7                          0  0 o
Q8CYU8                          1  0 o42-63i
Q8CYU9                          3  Y n9-17c22/23o46-67i88-108o114-133i
Q8CYV0                          0  Y n2-9c14/15o
Q8CYV1                          7  0 i20-39o72-103i124-147o174-196i223-243o263-287i308-330o
Q8CYV2                          1  0 i97-114o
Q8CYV4                          1  0 i48-65o
Q8CYV5                          6  0 i17-35o169-193i214-244o277-297i304-322o358-379i
Q8CYV6                          0  0 o
Q8CYV7                          0  0 o
Q8CYV8                          0  0 o
Q8CYV9                          0  0 o
Q8CYW0                          0  0 o
Q8CYW1                          0  0 o
Q8CYW2                          0  0 o
Q8CYW3                          6  Y n5-16c24/25o40-64i76-99o119-138i150-168o174-191i198-219o
Q8CYW4                          0  0 i
Q8CYW5                          2  0 i7-24o36-54i
Q8CYW6                          1  Y n24-29c34/35o44-64i
Q8CYW7                          0  0 o
Q8CYW8                          0  0 o
Q8CYW9                          0  0 o
Q8CYX0                          0  Y n3-18c23/24o
Q8CYX1                          0  Y n7-18c23/24o
Q8CYX2                          0  0 o
Q8CYX3                          0  0 o
Q8CYX4                          0  0 o
Q8CYX5                          0  0 o
Q8CYX6                          0  0 o
Q8CYX7                          0  0 o
Q8CYX8                          1  0 o61-81i
Q8CYX9                          1  Y n5-12c17/18o27-43i
Q8CYY0                          0  0 i
Q8CYY1                          3  Y n11-22c27/28o37-63i75-96o125-142i
Q8CYY2                          0  0 o
Q8CYY3                          0  0 o
Q8CYY4                          0  0 o
Q8CYY5                          0  0 o
Q8CYY6                          2  0 i40-62o68-85i
Q8CYY7                          0  0 o
Q8CYY8                          0  0 o
Q8CYY9                          0  0 i
Q8CYZ0                          0  0 o
Q8CYZ1                          0  0 o
Q8CYZ2                          0  0 o
Q8CYZ3                          0  0 o
Q8CYZ4                          0  0 i
Q8CYZ5                          1  0 o20-41i
Q8CYZ6                          4  0 i7-25o61-86i98-119o131-148i
Q8CYZ7                          0  0 o
Q8CYZ8                          0  0 o
Q8CYZ9                          0  0 o
Q8CZ00                          0  0 o
Q8CZ01                          0  0 o
Q8CZ02                          5  0 o12-30i42-63o69-91i103-125o137-156i
Q8CZ03                          6  0 i21-40o60-83i104-125o137-161i168-188o208-226i
Q8CZ04                          7  0 o6-22i29-51o75-93i114-139o159-189i201-220o240-260i
Q8CZ05                          6  0 i21-40o46-68i97-120o159-179i186-207o227-248i
Q8CZ06                          0  Y n9-21c26/27o
Q8CZ07                          6  0 i21-39o51-76i97-122o128-148i160-178o210-231i
Q8CZ08                          4  0 i221-241o247-266i278-298o304-329i
Q8CZ09                          7  0 i59-79o91-109i130-149o155-177i184-205o225-242i254-273o
Q8CZ10                          0  0 o
Q8CZ11                          2  Y n2-13c17/18o27-47i54-70o
Q8CZ12                          2  0 o6-31i43-64o
Q8CZ13                          0  0 o
Q8CZ14                          0  Y n4-15c24/25o
Q8CZ15                          0  Y n8-19c26/27o
Q8CZ16                          0  Y n10-21c26/27o
Q8CZ17                          0  0 o
Q8CZ18                          0  0 i
Q8CZ19                          1  0 i47-64o
Q8CZ20                          3  Y n8-16c21/22o37-53i65-83o95-117i
Q8CZ21                          1  0 o53-71i
Q8CZ22                          0  0 o
Q8CZ23                          0  Y n4-12c17/18o
Q8CZ24                          0  0 i
Q8CZ25                          0  0 o
Q8CZ26                          0  0 o
Q8CZ27                          0  Y n8-23c28/29o
Q8CZ29                          0  0 o
Q8CZ30                          0  0 o
Q8CZ31                          3  0 i5-24o44-65i72-90o
Q8CZ32                          0  0 o
Q8CZ33                          0  0 o
Q8CZ34                          0  0 o
Q8CZ35                          1  0 o6-22i
Q8CZ36                          0  0 o
Q8CZ38                          0  0 o
Q8CZ39                          0  0 o
Q8CZ40                          0  0 i
Q8CZ41                          0  0 o
Q8CZ42                          0  0 o
Q8CZ43                          0  0 o
Q8CZ44                          2  0 i20-43o49-70i
Q8CZ45                          0  0 o
Q8CZ46                          0  0 i
Q8CZ47                          0  0 o
Q8CZ48                          0  Y n3-10c14/15o
Q8CZ49                          2  0 i114-132o138-159i
Q8CZ50                          1  Y n4-14c23/24o33-54i
Q8CZ51                          4  0 i21-39o76-105i117-133o139-163i
Q8CZ53                          0  0 o
Q8CZ54                          0  0 o
Q8CZ55                          0  0 o
Q8CZ56                          0  0 i
Q8CZ57                          0  0 o
Q8CZ58                          0  0 o
Q8CZ59                          3  Y n6-17c23/24o245-268i445-467o473-495i
Q8CZ60                          0  0 o
Q8CZ61                          0  0 o
Q8CZ62                          0  0 o
Q8CZ63                          1  0 o37-55i
Q8CZ64                          0  0 o
Q8CZ65                          0  0 o
Q8CZ66                          0  0 o
Q8CZ67                          0  0 i
Q8CZ68                          0  0 o
Q8CZ69                          0  Y n7-20c24/25o
Q8CZ70                          0  0 o
Q8CZ71                          0  0 o
Q8CZ72                          2  0 i12-30o50-67i
Q8CZ73                          1  0 i26-58o
Q8CZ74                          1  0 i180-198o
Q8CZ75                          0  0 o
Q8CZ76                          0  0 i
Q8CZ77                          4  0 i21-42o48-68i89-109o121-141i
Q8CZ78                          0  0 o
Q8CZ79                          0  0 o
Q8CZ80                          0  0 o
Q8CZ81                          0  0 i
Q8CZ82                          0  0 o
Q8CZ83                          0  0 o
Q8CZ84                          2  0 o52-72i92-111o
Q8CZ85                          0  0 o
Q8CZ86                          0  0 i
Q8CZ87                          9  0 i45-63o107-127i147-180o192-220i232-252o285-306i313-333o339-358i387-409o
Q8CZ88                          1  0 i35-55o
Q8CZ89                          0  0 o
Q8CZ90                          0  Y n4-15c19/20o
Q8CZ91                          4  0 i101-120o126-149i169-193o199-216i
Q8CZ92                          4  0 i9-28o48-70i91-108o114-134i
Q8CZ93                          4  0 i21-43o84-104i111-132o152-174i
Q8CZ94                          5  Y n5-16c20/21o36-53i60-77o83-101i110-130o160-181i
Q8CZ95                          5  0 o43-65i77-95o115-135i140-159o179-197i
Q8CZ96                          7  0 i9-28o48-66i78-100o112-135i155-171o177-195i202-220o
Q8CZ97                          7  0 i7-28o40-61i81-100o112-135i155-175o181-198i205-224o
Q8CZ98                          0  0 o
Q8CZ99                          0  0 o
Q8CZA0                          1  0 o29-58i
Q8CZA1                          0  0 o
Q8CZA2                          8  0 i20-37o43-62i69-89o95-119i140-160o166-186i198-218o224-240i
Q8CZA3                          2  0 i45-66o78-99i
Q8CZA4                          3  0 i7-26o38-62i109-142o
Q8CZA5                          2  0 i7-25o37-55i
Q8CZA6                          1  0 o26-51i
Q8CZA7                          6  0 i12-34o40-59i66-89o95-114i126-144o150-168i
Q8CZA8                          5  0 i7-24o30-56i122-139o145-164i255-275o
Q8CZA9                          1  Y n2-13c18/19o42-64i
Q8CZB0                          0  0 o
Q8CZB1                          1  0 i12-30o
Q8CZB2                          1  0 o36-57i
Q8CZB3                          0  0 o
Q8CZB4                          0  0 o
Q8CZB5                          0  0 o
Q8CZB6                          1  0 i12-30o
Q8CZB7                          0  Y n10-21c29/30o
Q8CZB8                          4  0 i82-108o114-134i146-164o170-187i
Q8CZB9                          1  0 i21-44o
Q8CZC0                          5  0 i174-195o215-243i264-282o288-307i319-344o
Q8CZC1                          0  0 o
Q8CZC2                          0  0 o
Q8CZC3                          0  0 o
Q8CZC4                          0  0 o
Q8CZC5                          1  0 o20-43i
Q8CZC6                          0  0 o
Q8CZC7                          0  0 o
Q8CZC8                          0  0 o
Q8CZC9                          5  Y n4-15c19/20o35-57i69-92o112-134i141-161o181-203i
Q8CZD0                          0  0 i
Q8CZD1                          1  0 o12-31i
Q8CZD2                          1  0 i33-53o
Q8CZD3                          0  0 o
Q8DMW1                          0  0 o
Q8DMW2                          0  Y n16-27c32/33o
Q8DMW4                          7  0 o6-24i33-52o58-74i86-107o119-140i161-181o187-206i
Q8DMW5                          0  0 o
Q8DMW6                          0  0 i
Q8DMW7                          0  0 o
Q8DMW8                          1  0 o74-94i
Q8DMW9                          2  0 i23-44o50-71i
Q8DMX0                         14  0 i12-33o75-97i104-124o130-150i157-176o182-212i224-248o287-307i314-333o353-370i377-397o409-426i433-450o819-841i
Q8DMX1                          0  0 o
Q8DMX4                          0  0 o
Q8DMX5                          0  0 o
Q8DMX6                          0  0 o
Q8DMY5                          0  0 o
Q8DMY6                          0  0 o
Q8DMY7                          0  0 o
Q8DMY9                          0  0 o
Q8DMZ3                          0  0 o
Q8DMZ4                          0  Y n22-33c40/41o
Q8DMZ5                          0  Y n3-10c15/16o
Q8DMZ6                          7  0 i12-34o62-84i96-120o126-145i166-183o189-211i223-240o
Q8DMZ7                          0  Y n7-20c24/25o
Q8DMZ8                          0  0 o
Q8DMZ9                          0  0 i
Q8DN00                          0  0 o
Q8DN01                          0  0 i
Q8DN04                          3  Y n2-12c17/18o41-60i72-91o128-153i
Q8DN05                          0  Y n19-30c37/38o
Q8DN08                          0  0 o
Q8DN09                          0  0 i
Q8DN10                          0  0 o
Q8DN11                         12  0 i12-32o38-58i70-92o98-122i142-162o168-190i211-237o249-269i281-298o304-326i338-360o366-386i
Q8DN14                          0  0 o
Q8DN15                          0  0 o
Q8DN16                          0  0 o
Q8DN17                          0  0 i
Q8DN18                          0  0 o
Q8DN19                          0  0 i
Q8DN20                          0  0 o
Q8DN21                          4  0 o6-27i136-159o179-199i206-235o
Q8DN22                          5  0 i110-127o133-154i175-198o218-239i246-265o
Q8DN23                          0  0 o
Q8DN25                          0  0 o
Q8DN26                          0  Y n7-18c22/23o
Q8DN30                          0  0 o
Q8DN32                          0  0 o
Q8DN33                          0  0 o
Q8DN34                          0  0 o
Q8DN35                          0  0 o
Q8DN36                          0  0 o
Q8DN37                          0  0 o
Q8DN38                          0  Y n4-12c17/18o
Q8DN39                          0  0 o
Q8DN41                          0  0 o
Q8DN42                          0  0 i
Q8DN43                          0  0 i
Q8DN44                          0  0 o
Q8DN45                         12  0 i12-35o41-63i75-94o100-124i145-163o169-190i238-262o274-293i305-322o328-344i365-387o393-411i
Q8DN47                          0  0 o
Q8DN48                          6  0 i39-57o84-104i111-133o139-157i178-198o204-223i
Q8DN50                          0  0 o
Q8DN53                         11  Y n13-23c35/36o59-75i87-107o119-139i151-169o175-196i208-224o236-255i262-282o294-314i321-346o352-370i
Q8DN57                          6  Y n15-26c31/32o62-86i98-116o122-142i154-172o178-194i206-224o
Q8DN60                          0  0 o
Q8DN67                          0  0 o
Q8DN68                          0  0 o
Q8DN71                          0  0 i
Q8DN73                          0  0 o
Q8DN78                          0  Y n6-16c20/21o
Q8DN79                          0  0 o
Q8DN80                          2  0 i53-69o75-94i
Q8DN82                          0  0 o
Q8DN84                          0  0 o
Q8DN85                          0  0 i
Q8DN87                          4  0 i142-164o184-203i215-234o331-350i
Q8DN91                          0  0 o
Q8DN95                          0  0 o
Q8DNA0                          0  0 o
Q8DNA1                          0  0 o
Q8DNA3                          1  0 o6-22i
Q8DNA4                          0  Y n4-9c14/15o
Q8DNA7                          0  0 o
Q8DNA9                          0  Y n19-27c32/33o
Q8DNB0                          0  0 o
Q8DNB1                          9  0 i24-43o55-75i96-123o175-194i226-245o257-274i286-305o325-358i411-435o
Q8DNB3                          0  0 o
Q8DNB4                          4  0 i182-199o205-222i243-267o287-309i
Q8DNB7                          1  0 i29-55o
Q8DNB9                          0  0 o
Q8DNC0                          6  0 i29-46o66-87i108-131o143-167i179-197o226-248i
Q8DNC3                          0  0 o
Q8DNC5                          0  0 o
Q8DNC6                          0  0 o
Q8DNC8                          0  0 o
Q8DND0                          0  0 o
Q8DND1                          7  Y n8-19c24/25o152-180i213-230o242-266i287-309o572-598i619-639o645-663i
Q8DND2                          0  0 o
Q8DND8                          0  0 o
Q8DNE3                          0  0 o
Q8DNE4                          7  0 i27-49o61-78i90-111o117-136i148-166o172-188i208-231o
Q8DNE5                          0  0 o
Q8DNE9                          4  0 o12-34i64-84o104-125i137-160o
Q8DNF2                          0  0 o
Q8DNF5                          0  0 o
Q8DNF6                          2  0 i336-353o962-980i
Q8DNF7                          0  0 o
Q8DNF9                          0  0 o
Q8DNG0                          0  Y n9-20c24/25o
Q8DNG1                         12  0 i12-31o51-84i96-118o138-159i166-187o193-216i236-262o282-302i323-348o360-378i390-411o417-437i
Q8DNG2                          0  0 o
Q8DNG3                          0  0 o
Q8DNG5                          0  0 i
Q8DNG6                          3  Y n2-13c17/18o41-65i119-137o143-166i
Q8DNG7                          2  0 i12-33o39-55i
Q8DNG8                          0  Y n3-13c20/21o
Q8DNG9                          4  0 i20-45o57-74i107-138o150-166i
Q8DNH0                          0  0 o
Q8DNH1                          0  0 o
Q8DNH2                          0  0 o
Q8DNH3                          0  0 o
Q8DNH8                          0  Y n7-18c23/24o
Q8DNH9                          6  0 i16-35o75-98i110-130o159-185i206-227o266-286i
Q8DNI0                          6  0 i12-35o68-94i106-126o138-160i200-218o246-263i
Q8DNI2                          0  0 o
Q8DNI3                          0  0 o
Q8DNI4                          1  0 i239-257o
Q8DNI5                          0  0 i
Q8DNI8                          0  0 o
Q8DNJ2                          0  Y n9-20c25/26o
Q8DNJ3                          0  0 o
Q8DNJ4                          9  0 o12-37i44-63o69-91i103-120o132-156i176-196o226-259i266-286o292-313i
Q8DNJ5                          7  Y n12-22c27/28o51-71i113-133o139-160i187-208o228-250i271-292o298-316i
Q8DNK0                          0  0 o
Q8DNK1                          6  0 i53-71o77-97i104-123o129-146i167-188o218-234i
Q8DNK3                          5  Y n9-16c21/22o31-56i77-96o112-132i144-163o169-188i
Q8DNK4                          0  0 o
Q8DNK5                          0  0 o
Q8DNK6                          0  0 o
Q8DNK9                          0  0 o
Q8DNL0                         12  0 i12-36o42-60i67-90o96-116i123-144o156-176i183-208o228-252i308-331o337-355i367-387o393-415i
Q8DNL2                          0  0 o
Q8DNL5                          1  0 i48-72o
Q8DNL7                          0  0 o
Q8DNM1                          0  0 o
Q8DNM3                          5  0 o13-30i42-60o72-91i98-117o123-140i
Q8DNM4                          0  0 o
Q8DNN0                          0  0 o
Q8DNN1                          6  0 o6-24i68-86o92-110i117-147o159-191i198-218o
Q8DNN2                          0  0 o
Q8DNN3                          0  0 o
Q8DNN4                          2  0 i7-27o33-49i
Q8DNN5                          0  0 o
Q8DNN6                          0  0 o
Q8DNN7                          0  Y n8-19c24/25o
Q8DNN8                          6  0 i21-50o88-107i119-139o168-189i225-246o272-293i
Q8DNN9                          6  0 i12-34o83-105i114-136o148-168i189-211o246-268i
Q8DNP0                          0  0 o
Q8DNP2                          0  0 o
Q8DNP3                          0  0 o
Q8DNP6                          0  0 o
Q8DNP7                          6  0 i7-28o34-57i78-101o121-140i152-176o196-218i
Q8DNQ0                          0  0 o
Q8DNQ1                          3  Y n10-24c32/33o56-86i93-112o124-141i
Q8DNQ2                          7  Y n6-17c29/30o53-75i96-116o128-154i161-180o200-227i239-264o270-291i
Q8DNQ3                          2  0 i238-260o272-291i
Q8DNQ4                          0  0 o
