# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q8DNR7	OTHER	0.001747	0.998253	
Q8DNS5	OTHER	0.001464	0.998536	
Q8DNS7	OTHER	0.003068	0.996932	
Q8DNS8	OTHER	0.000902	0.999098	
Q8DNS9	OTHER	0.002068	0.997932	
Q8DNT9	OTHER	0.000848	0.999152	
Q8DNU0	OTHER	0.000478	0.999522	
Q8DNU7	OTHER	0.284282	0.715718	
Q8DNV8	OTHER	0.000653	0.999347	
Q8DNW0	OTHER	0.000533	0.999467	
Q8DNW1	OTHER	0.000327	0.999673	
Q8DNW6	OTHER	0.001685	0.998315	
Q8DNW7	OTHER	0.001453	0.998547	
Q8DNX1	OTHER	0.000596	0.999404	
Q8DNX3	OTHER	0.000752	0.999248	
Q8DNX6	OTHER	0.000642	0.999358	
Q8DNX7	OTHER	0.029036	0.970964	
Q8DNY6	OTHER	0.003819	0.996181	
Q8DNY7	OTHER	0.001122	0.998878	
Q8DNZ2	OTHER	0.003609	0.996391	
Q8DP00	OTHER	0.003388	0.996612	
Q8DP01	OTHER	0.000525	0.999475	
Q8DP07	OTHER	0.425548	0.574452	
Q8DP10	OTHER	0.037291	0.962709	
Q8DP12	OTHER	0.001102	0.998898	
Q8DP13	OTHER	0.004990	0.995010	
Q8DP26	OTHER	0.002334	0.997666	
Q8DP38	OTHER	0.000480	0.999520	
Q8DP39	OTHER	0.000453	0.999547	
Q8DP42	OTHER	0.000164	0.999836	
Q8DP52	OTHER	0.000469	0.999531	
Q8DP64	OTHER	0.000763	0.999237	
Q8DP65	OTHER	0.016782	0.983218	
Q8DP66	OTHER	0.000354	0.999646	
Q8DP69	OTHER	0.001362	0.998638	
Q8DP73	OTHER	0.000693	0.999307	
Q8DP78	OTHER	0.014376	0.985624	
Q8DP79	OTHER	0.000461	0.999539	
Q8DP87	OTHER	0.000841	0.999159	
Q8DP89	OTHER	0.002815	0.997185	
Q8DP90	OTHER	0.000895	0.999105	
Q8DP91	OTHER	0.000434	0.999566	
Q8DP97	OTHER	0.000366	0.999634	
Q8DPA6	OTHER	0.004324	0.995676	
Q8DPA8	OTHER	0.002961	0.997039	
Q8DPB0	OTHER	0.000826	0.999174	
Q8DPB1	SP(Sec/SPI)	0.948768	0.051232	CS pos: 23-24. VGC-AS. Pr: 0.3970
Q8DPB2	OTHER	0.000320	0.999680	
Q8DPB3	OTHER	0.001821	0.998179	
Q8DPB6	OTHER	0.000551	0.999449	
Q8DPB8	OTHER	0.000730	0.999270	
Q8DPB9	OTHER	0.007538	0.992462	
Q8DPC8	OTHER	0.001302	0.998698	
Q8DPD2	OTHER	0.452770	0.547230	
Q8DPD5	OTHER	0.002451	0.997549	
Q8DPD6	OTHER	0.000246	0.999754	
Q8DPE0	OTHER	0.000686	0.999314	
Q8DPE2	OTHER	0.003888	0.996112	
Q8DPE3	OTHER	0.011754	0.988246	
Q8DPE7	OTHER	0.000459	0.999541	
Q8DPF0	OTHER	0.000810	0.999190	
Q8DPF2	SP(Sec/SPI)	0.718544	0.281456	CS pos: 24-25. VAC-SS. Pr: 0.3023
Q8DPG0	OTHER	0.000628	0.999372	
Q8DPG4	OTHER	0.003294	0.996706	
Q8DPG7	OTHER	0.008930	0.991070	
Q8DPH3	OTHER	0.000829	0.999171	
Q8DPH5	OTHER	0.001095	0.998905	
Q8DPH8	OTHER	0.005997	0.994003	
Q8DPJ6	OTHER	0.002667	0.997333	
Q8DPJ7	OTHER	0.000815	0.999185	
Q8DPK5	SP(Sec/SPI)	0.998551	0.001449	CS pos: 23-24. AKA-ET. Pr: 0.8915
Q8DPL5	OTHER	0.000766	0.999234	
Q8DPL6	OTHER	0.000665	0.999335	
Q8DPM6	OTHER	0.007751	0.992249	
Q8DPN0	OTHER	0.000790	0.999210	
Q8DPN2	OTHER	0.000413	0.999587	
Q8DPN3	OTHER	0.002208	0.997792	
Q8DPN9	OTHER	0.001362	0.998638	
Q8DPP0	OTHER	0.004595	0.995405	
Q8DPP1	OTHER	0.001325	0.998675	
Q8DPP2	OTHER	0.000348	0.999652	
Q8DPP4	OTHER	0.002438	0.997562	
Q8DPP5	OTHER	0.000855	0.999145	
Q8DPP8	OTHER	0.000522	0.999478	
Q8DPP9	OTHER	0.001759	0.998241	
Q8DPQ0	OTHER	0.001345	0.998655	
Q8DPQ4	OTHER	0.000793	0.999207	
Q8DPQ6	OTHER	0.063720	0.936280	
Q8DPR0	OTHER	0.000989	0.999011	
Q8DPR1	OTHER	0.000500	0.999500	
Q8DPR4	OTHER	0.000666	0.999334	
Q8DPR7	OTHER	0.001420	0.998580	
Q8DPS2	OTHER	0.003531	0.996469	
Q8DPS3	OTHER	0.014115	0.985885	
Q8DPS7	OTHER	0.000456	0.999544	
Q8DPT2	OTHER	0.001636	0.998364	
Q8DPT3	OTHER	0.000417	0.999583	
Q8DPU0	OTHER	0.000300	0.999700	
Q8DPU1	OTHER	0.000414	0.999586	
Q8DPU4	OTHER	0.006530	0.993470	
Q8DPU5	OTHER	0.000335	0.999665	
Q8DPU7	OTHER	0.000639	0.999361	
Q8DPW5	OTHER	0.000170	0.999830	
Q8DPX8	OTHER	0.000301	0.999699	
Q8DPY0	OTHER	0.000248	0.999752	
Q8DPY7	OTHER	0.000356	0.999644	
Q8DPZ2	OTHER	0.001486	0.998514	
Q8DPZ4	OTHER	0.000289	0.999711	
Q8DQ03	OTHER	0.019270	0.980730	
Q8DQ04	OTHER	0.013026	0.986974	
Q8DQ16	OTHER	0.005020	0.994980	
Q8DQ20	OTHER	0.000663	0.999337	
Q8DQ24	SP(Sec/SPI)	0.986562	0.013438	CS pos: 21-22. AAC-SK. Pr: 0.3082
Q8DQ25	OTHER	0.000496	0.999504	
Q8DQ29	OTHER	0.000475	0.999525	
Q8DQ30	OTHER	0.000193	0.999807	
Q8DQ31	OTHER	0.055031	0.944969	
Q8DQ34	OTHER	0.000981	0.999019	
Q8DQ35	OTHER	0.000474	0.999526	
Q8DQ43	OTHER	0.001331	0.998669	
Q8DQ49	OTHER	0.000900	0.999100	
Q8DQ55	OTHER	0.000721	0.999279	
Q8DQ56	OTHER	0.000415	0.999585	
Q8DQ59	OTHER	0.019045	0.980955	
Q8DQ60	OTHER	0.000367	0.999633	
Q8DQ62	SP(Sec/SPI)	0.993847	0.006153	CS pos: 25-26. VQA-QE. Pr: 0.9665
Q8DQ63	OTHER	0.000847	0.999153	
Q8DQ68	OTHER	0.000811	0.999189	
Q8DQ75	OTHER	0.295994	0.704006	
Q8DQ77	OTHER	0.000632	0.999368	
Q8DQ78	OTHER	0.000915	0.999085	
Q8DQ86	OTHER	0.000600	0.999400	
Q8DQ88	OTHER	0.000619	0.999381	
Q8DQ91	OTHER	0.002904	0.997096	
Q8DQ95	OTHER	0.001300	0.998700	
Q8DQA2	OTHER	0.000612	0.999388	
Q8DQA4	OTHER	0.002593	0.997407	
Q8DQA5	OTHER	0.001221	0.998779	
Q8DQC7	OTHER	0.000376	0.999624	
Q8DQC9	OTHER	0.000543	0.999457	
Q8DQD7	OTHER	0.001223	0.998777	
Q8DQE5	OTHER	0.014710	0.985290	
Q8DQF7	OTHER	0.028802	0.971198	
Q8DQF8	OTHER	0.001069	0.998931	
Q8DQG0	OTHER	0.005173	0.994827	
Q8DQG1	OTHER	0.202644	0.797356	
Q8DQG3	OTHER	0.000380	0.999620	
Q8DQG5	SP(Sec/SPI)	0.992038	0.007962	CS pos: 18-19. AGC-SS. Pr: 0.3865
Q8DQG8	OTHER	0.001681	0.998319	
Q8DQH2	OTHER	0.026599	0.973401	
Q8DQH5	OTHER	0.000121	0.999879	
Q8DQH8	OTHER	0.002073	0.997927	
Q8DQI0	OTHER	0.003308	0.996692	
Q8DQI4	OTHER	0.004079	0.995921	
Q8DQJ1	OTHER	0.001788	0.998212	
Q8DQJ4	OTHER	0.030812	0.969188	
Q8DQJ5	OTHER	0.000762	0.999238	
Q8DQK0	OTHER	0.000418	0.999582	
Q8DQK7	OTHER	0.000927	0.999073	
Q8DQM0	OTHER	0.000194	0.999806	
Q8DQM6	OTHER	0.000826	0.999174	
Q8DQN2	OTHER	0.000887	0.999113	
Q8DQN3	OTHER	0.002142	0.997858	
Q8DQN8	OTHER	0.000791	0.999209	
Q8DQP4	OTHER	0.071904	0.928096	
Q8DQP7	SP(Sec/SPI)	0.919360	0.080640	CS pos: 27-28. VLA-DT. Pr: 0.4074
Q8DQQ1	SP(Sec/SPI)	0.998038	0.001962	CS pos: 19-20. AAC-SQ. Pr: 0.5111
Q8DQQ2	OTHER	0.001562	0.998438	
Q8DQQ3	OTHER	0.077998	0.922002	
Q8DQQ6	OTHER	0.001117	0.998883	
Q8DQR0	OTHER	0.000476	0.999524	
Q8DQR9	OTHER	0.002690	0.997310	
Q8DQS0	OTHER	0.000611	0.999389	
Q8DQS3	OTHER	0.000917	0.999083	
Q8DQS9	OTHER	0.000596	0.999404	
Q8DQT1	OTHER	0.001349	0.998651	
Q8DQT9	OTHER	0.007055	0.992945	
Q8DQU0	OTHER	0.000456	0.999544	
Q8DQV1	OTHER	0.000947	0.999053	
Q8DQV5	OTHER	0.000208	0.999792	
Q8DQV6	OTHER	0.000941	0.999059	
Q8DQW2	OTHER	0.001212	0.998788	
Q8DQW9	OTHER	0.000633	0.999367	
Q8DQX1	OTHER	0.000577	0.999423	
Q8DQX2	OTHER	0.000908	0.999092	
Q8DQY2	OTHER	0.001389	0.998611	
Q8DQY5	OTHER	0.001343	0.998657	
Q8DQY9	OTHER	0.050050	0.949950	
Q8DQZ0	OTHER	0.000325	0.999675	
Q8DQZ2	OTHER	0.009124	0.990876	
Q8DQZ3	OTHER	0.000973	0.999027	
Q8DQZ6	OTHER	0.002241	0.997759	
Q8DR02	OTHER	0.000612	0.999388	
Q8DR09	OTHER	0.002165	0.997835	
Q8DR10	OTHER	0.000471	0.999529	
Q8DR11	OTHER	0.001513	0.998487	
Q8DR14	OTHER	0.002379	0.997621	
Q8DR16	OTHER	0.008796	0.991204	
Q8DR31	OTHER	0.001016	0.998984	
Q8DR32	OTHER	0.000535	0.999465	
Q8DR46	OTHER	0.028804	0.971196	
Q8DR49	OTHER	0.002261	0.997739	
Q8DR50	OTHER	0.001714	0.998286	
Q8DR53	OTHER	0.000408	0.999592	
Q8DR57	OTHER	0.000651	0.999349	
Q8DR61	SP(Sec/SPI)	0.988560	0.011440	CS pos: 21-22. TLA-AC. Pr: 0.5786
Q8DR63	OTHER	0.001484	0.998516	
Q8DR64	OTHER	0.000956	0.999044	
Q8DR67	OTHER	0.001710	0.998290	
Q8DR70	OTHER	0.000173	0.999827	
Q8DR81	OTHER	0.000685	0.999315	
Q8DR82	OTHER	0.001550	0.998450	
Q8DR84	OTHER	0.000752	0.999248	
Q8DR85	OTHER	0.000630	0.999370	
Q8DR89	OTHER	0.015189	0.984811	
Q8DR92	OTHER	0.000266	0.999734	
Q8DR96	OTHER	0.001814	0.998186	
Q8DR97	OTHER	0.043678	0.956322	
Q8DRA0	OTHER	0.001477	0.998523	
Q8DRA1	OTHER	0.028025	0.971975	
Q8DRA3	OTHER	0.000731	0.999269	
Q8DRA5	OTHER	0.000616	0.999384	
Q8DRA6	OTHER	0.422737	0.577263	
Q8DRB1	OTHER	0.146841	0.853159	
Q8DRB2	OTHER	0.001260	0.998740	
Q8DRB6	OTHER	0.001399	0.998601	
Q8DRB7	OTHER	0.001036	0.998964	
Q8DRC0	OTHER	0.000813	0.999187	
Q8DRC2	OTHER	0.069953	0.930047	
Q8DRD5	OTHER	0.084911	0.915089	
Q8DRD6	OTHER	0.000780	0.999220	
Q8DRD9	OTHER	0.000685	0.999315	
Q8DRE0	OTHER	0.001876	0.998124	
Q8DRE2	OTHER	0.006151	0.993849	
Q8DRF0	OTHER	0.002114	0.997886	
Q8DRG1	SP(Sec/SPI)	0.972294	0.027706	CS pos: 21-22. ALA-AC. Pr: 0.6278
Q8DRG5	OTHER	0.361269	0.638731	
Q8DRH3	OTHER	0.001543	0.998457	
Q8DRH6	OTHER	0.000461	0.999539	
Q8DRH8	OTHER	0.002754	0.997246	
Q8DRI2	OTHER	0.000998	0.999002	
Q8DRI4	OTHER	0.000372	0.999628	
Q8DRI9	OTHER	0.008482	0.991518	
Q8DRJ0	OTHER	0.000565	0.999435	
Q8DRK0	OTHER	0.001253	0.998747	
Q8DRK1	OTHER	0.000591	0.999409	
Q8DRK6	OTHER	0.001095	0.998905	
Q8DRK9	OTHER	0.001188	0.998812	
Q8DRL6	OTHER	0.390197	0.609803	
Q8DRL7	OTHER	0.000432	0.999568	
Q8DRL9	OTHER	0.000654	0.999346	
Q8DRM7	OTHER	0.000678	0.999322	
Q8DRN2	OTHER	0.000243	0.999757	
Q8DRN4	OTHER	0.000687	0.999313	
Q8DRN5	OTHER	0.000659	0.999341	
Q8DRN9	OTHER	0.000499	0.999501	
Q8DRP2	OTHER	0.002564	0.997436	
Q8DRP3	OTHER	0.000654	0.999346	
Q8DRP9	OTHER	0.000659	0.999341	
Q8DRQ3	OTHER	0.003069	0.996931	
Q9EUQ7	OTHER	0.000430	0.999570	
P0A3T5	OTHER	0.001103	0.998897	
P67187	OTHER	0.000542	0.999458	
P67294	SP(Sec/SPI)	0.764085	0.235915	CS pos: 20-21. ALG-GM. Pr: 0.6883
P67362	OTHER	0.001560	0.998440	
Q7CRA7	OTHER	0.001192	0.998808	
Q7CRB4	OTHER	0.000719	0.999281	
Q7CRB5	OTHER	0.042441	0.957559	
Q7CRB6	OTHER	0.000332	0.999668	
Q7CRB9	SP(Sec/SPI)	0.852011	0.147989	CS pos: 28-29. VSA-LS. Pr: 0.6935
Q7ZAK2	OTHER	0.015999	0.984001	
Q7ZAK3	OTHER	0.004403	0.995597	
Q7ZAK4	OTHER	0.001205	0.998795	
Q8CLX6	OTHER	0.072451	0.927549	
Q8CM18	OTHER	0.000440	0.999560	
Q8CM31	OTHER	0.000396	0.999604	
Q8CM37	OTHER	0.005606	0.994394	
Q8CM57	OTHER	0.001497	0.998503	
Q8CMJ8	OTHER	0.006980	0.993020	
Q8CWN1	OTHER	0.015913	0.984087	
Q8CWP0	OTHER	0.000469	0.999531	
Q8CWP1	OTHER	0.000264	0.999736	
Q8CWP2	OTHER	0.004671	0.995329	
Q8CWP5	OTHER	0.001241	0.998759	
Q8CWP6	OTHER	0.000442	0.999558	
Q8CWP7	OTHER	0.000423	0.999577	
Q8CWQ2	OTHER	0.291240	0.708760	
Q8CWQ8	OTHER	0.000475	0.999525	
Q8CWR1	OTHER	0.000560	0.999440	
Q8CWR4	OTHER	0.016540	0.983460	
Q8CWR7	OTHER	0.001057	0.998943	
Q8CWS3	OTHER	0.083672	0.916328	
Q8CWT0	SP(Sec/SPI)	0.970758	0.029242	CS pos: 26-27. NQA-TP. Pr: 0.3742
Q8CWT1	SP(Sec/SPI)	0.998491	0.001509	CS pos: 20-21. AAA-KP. Pr: 0.5372
Q8CWT5	OTHER	0.001079	0.998921	
Q8CWT7	OTHER	0.000862	0.999138	
Q8CWT9	OTHER	0.044171	0.955829	
Q8CWU0	OTHER	0.010774	0.989226	
Q8CWU1	OTHER	0.001148	0.998852	
Q8CWU2	OTHER	0.006293	0.993707	
Q8CWV9	OTHER	0.000815	0.999185	
Q8CY59	OTHER	0.004176	0.995824	
Q8CY60	OTHER	0.000132	0.999868	
Q8CY61	OTHER	0.002780	0.997220	
Q8CY63	OTHER	0.000929	0.999071	
Q8CY65	OTHER	0.003867	0.996133	
Q8CY66	OTHER	0.005640	0.994360	
Q8CY67	OTHER	0.004394	0.995606	
Q8CY68	OTHER	0.000994	0.999006	
Q8CY69	OTHER	0.025015	0.974985	
Q8CY70	OTHER	0.003318	0.996682	
Q8CY71	OTHER	0.009810	0.990190	
Q8CY72	OTHER	0.004551	0.995449	
Q8CY73	OTHER	0.067758	0.932242	
Q8CY74	OTHER	0.146884	0.853116	
Q8CY75	SP(Sec/SPI)	0.958308	0.041692	CS pos: 27-28. VSA-VY. Pr: 0.4034
Q8CY76	OTHER	0.008361	0.991639	
Q8CY77	OTHER	0.001275	0.998725	
Q8CY78	OTHER	0.002205	0.997795	
Q8CY79	OTHER	0.109176	0.890824	
Q8CY80	OTHER	0.000338	0.999662	
Q8CY81	OTHER	0.001511	0.998489	
Q8CY82	OTHER	0.002531	0.997469	
Q8CY83	OTHER	0.014450	0.985550	
Q8CY85	OTHER	0.004617	0.995383	
Q8CY86	OTHER	0.000338	0.999662	
Q8CY88	OTHER	0.001280	0.998720	
Q8CY89	OTHER	0.002015	0.997985	
Q8CY90	OTHER	0.002924	0.997076	
Q8CY91	OTHER	0.002800	0.997200	
Q8CY92	OTHER	0.001165	0.998835	
Q8CY93	OTHER	0.003722	0.996278	
Q8CY94	OTHER	0.000654	0.999346	
Q8CY95	OTHER	0.000637	0.999363	
Q8CY96	OTHER	0.000617	0.999383	
Q8CY97	OTHER	0.002209	0.997791	
Q8CY98	OTHER	0.009097	0.990903	
Q8CY99	OTHER	0.002254	0.997746	
Q8CYA0	OTHER	0.001658	0.998342	
Q8CYA1	SP(Sec/SPI)	0.502720	0.497280	CS pos: 24-25. SNT-IP. Pr: 0.2894
Q8CYA2	SP(Sec/SPI)	0.732990	0.267010	CS pos: 20-21. SSC-FL. Pr: 0.4697
Q8CYA3	OTHER	0.119117	0.880883	
Q8CYA4	OTHER	0.001250	0.998750	
Q8CYA5	OTHER	0.000690	0.999310	
Q8CYA6	OTHER	0.003945	0.996055	
Q8CYA7	OTHER	0.002356	0.997644	
Q8CYA8	OTHER	0.003636	0.996364	
Q8CYA9	OTHER	0.000881	0.999119	
Q8CYB0	OTHER	0.001059	0.998941	
Q8CYB1	OTHER	0.000645	0.999355	
Q8CYB2	OTHER	0.000615	0.999385	
Q8CYB3	OTHER	0.000435	0.999565	
Q8CYB4	OTHER	0.002169	0.997831	
Q8CYB5	OTHER	0.014176	0.985824	
Q8CYB6	OTHER	0.230682	0.769318	
Q8CYB7	OTHER	0.000517	0.999483	
Q8CYB8	OTHER	0.388701	0.611299	
Q8CYB9	SP(Sec/SPI)	0.899086	0.100914	CS pos: 25-26. ALA-TK. Pr: 0.5954
Q8CYC0	OTHER	0.000314	0.999686	
Q8CYC1	OTHER	0.001277	0.998723	
Q8CYC3	OTHER	0.000454	0.999546	
Q8CYC4	OTHER	0.001732	0.998268	
Q8CYC5	OTHER	0.000697	0.999303	
Q8CYC6	OTHER	0.000712	0.999288	
Q8CYC7	OTHER	0.001151	0.998849	
Q8CYC8	OTHER	0.002754	0.997246	
Q8CYD0	OTHER	0.001506	0.998494	
Q8CYD1	OTHER	0.010503	0.989497	
Q8CYD2	OTHER	0.000793	0.999207	
Q8CYD3	OTHER	0.006681	0.993319	
Q8CYD4	OTHER	0.000366	0.999634	
Q8CYD5	OTHER	0.008408	0.991592	
Q8CYD6	OTHER	0.000608	0.999392	
Q8CYD7	OTHER	0.000393	0.999607	
Q8CYD8	OTHER	0.004875	0.995125	
Q8CYD9	OTHER	0.000332	0.999668	
Q8CYE0	OTHER	0.001343	0.998657	
Q8CYE1	OTHER	0.002102	0.997898	
Q8CYE2	OTHER	0.000360	0.999640	
Q8CYE3	OTHER	0.007110	0.992890	
Q8CYE4	OTHER	0.001428	0.998572	
Q8CYE5	OTHER	0.014757	0.985243	
Q8CYE6	OTHER	0.000119	0.999881	
Q8CYE7	OTHER	0.002134	0.997866	
Q8CYE8	SP(Sec/SPI)	0.966754	0.033246	CS pos: 19-20. SSG-SE. Pr: 0.5080
Q8CYE9	OTHER	0.000727	0.999273	
Q8CYF0	OTHER	0.001698	0.998302	
Q8CYF1	OTHER	0.001612	0.998388	
Q8CYF2	OTHER	0.004712	0.995288	
Q8CYF3	SP(Sec/SPI)	0.966904	0.033096	CS pos: 26-27. VEA-NQ. Pr: 0.8606
Q8CYF4	OTHER	0.016985	0.983015	
Q8CYF5	OTHER	0.001541	0.998459	
Q8CYF6	OTHER	0.000520	0.999480	
Q8CYF7	OTHER	0.000394	0.999606	
Q8CYF8	OTHER	0.001954	0.998046	
Q8CYF9	OTHER	0.000985	0.999015	
Q8CYG0	OTHER	0.000329	0.999671	
Q8CYG1	OTHER	0.000556	0.999444	
Q8CYG2	OTHER	0.006622	0.993378	
Q8CYG3	OTHER	0.001533	0.998467	
Q8CYG4	OTHER	0.138707	0.861293	
Q8CYG5	OTHER	0.000981	0.999019	
Q8CYG6	OTHER	0.006221	0.993779	
Q8CYG7	OTHER	0.000406	0.999594	
Q8CYG8	OTHER	0.066911	0.933089	
Q8CYG9	OTHER	0.041956	0.958044	
Q8CYH0	OTHER	0.000702	0.999298	
Q8CYH1	OTHER	0.002452	0.997548	
Q8CYH2	OTHER	0.002225	0.997775	
Q8CYH3	OTHER	0.036333	0.963667	
Q8CYH4	OTHER	0.083298	0.916702	
Q8CYH5	OTHER	0.007757	0.992243	
Q8CYH6	OTHER	0.000307	0.999693	
Q8CYH7	OTHER	0.000398	0.999602	
Q8CYH8	OTHER	0.001542	0.998458	
Q8CYH9	OTHER	0.002118	0.997882	
Q8CYI0	OTHER	0.000096	0.999904	
Q8CYI1	OTHER	0.004239	0.995761	
Q8CYI2	OTHER	0.001500	0.998500	
Q8CYI3	OTHER	0.400467	0.599533	
Q8CYI4	OTHER	0.001802	0.998198	
Q8CYI5	OTHER	0.000582	0.999418	
Q8CYI6	OTHER	0.008569	0.991431	
Q8CYI7	OTHER	0.005190	0.994810	
Q8CYI8	OTHER	0.131000	0.869000	
Q8CYI9	OTHER	0.001078	0.998922	
Q8CYJ0	OTHER	0.001523	0.998477	
Q8CYJ2	OTHER	0.001565	0.998435	
Q8CYJ3	OTHER	0.000789	0.999211	
Q8CYJ4	OTHER	0.000817	0.999183	
Q8CYJ5	OTHER	0.001045	0.998955	
Q8CYJ6	OTHER	0.000527	0.999473	
Q8CYJ7	OTHER	0.000552	0.999448	
Q8CYJ9	OTHER	0.000943	0.999057	
Q8CYK0	OTHER	0.000408	0.999592	
Q8CYK1	OTHER	0.000627	0.999373	
Q8CYK2	OTHER	0.003022	0.996978	
Q8CYK3	OTHER	0.002461	0.997539	
Q8CYK4	OTHER	0.000366	0.999634	
Q8CYK5	OTHER	0.000529	0.999471	
Q8CYK6	OTHER	0.000219	0.999781	
Q8CYK7	OTHER	0.000410	0.999590	
Q8CYK8	OTHER	0.001890	0.998110	
Q8CYK9	OTHER	0.000971	0.999029	
Q8CYL0	OTHER	0.000912	0.999088	
Q8CYL1	OTHER	0.176842	0.823158	
Q8CYL2	OTHER	0.001034	0.998966	
Q8CYL3	OTHER	0.001520	0.998480	
Q8CYL4	OTHER	0.000430	0.999570	
Q8CYL5	OTHER	0.001947	0.998053	
Q8CYL6	OTHER	0.001256	0.998744	
Q8CYL7	OTHER	0.000327	0.999673	
Q8CYL8	OTHER	0.000458	0.999542	
Q8CYL9	OTHER	0.003966	0.996034	
Q8CYM0	OTHER	0.001055	0.998945	
Q8CYM1	OTHER	0.003634	0.996366	
Q8CYM2	OTHER	0.000886	0.999114	
Q8CYM3	OTHER	0.001130	0.998870	
Q8CYM4	OTHER	0.000208	0.999792	
Q8CYM5	OTHER	0.001440	0.998560	
Q8CYM6	OTHER	0.001029	0.998971	
Q8CYM7	OTHER	0.001168	0.998832	
Q8CYM8	OTHER	0.012928	0.987072	
Q8CYM9	OTHER	0.001493	0.998507	
Q8CYN0	OTHER	0.004248	0.995752	
Q8CYN1	OTHER	0.079726	0.920274	
Q8CYN2	OTHER	0.005548	0.994452	
Q8CYN3	OTHER	0.302667	0.697333	
Q8CYN4	OTHER	0.000570	0.999430	
Q8CYN5	OTHER	0.000670	0.999330	
Q8CYN6	OTHER	0.000673	0.999327	
Q8CYN7	OTHER	0.007982	0.992018	
Q8CYN8	OTHER	0.043303	0.956697	
Q8CYN9	OTHER	0.002834	0.997166	
Q8CYP0	OTHER	0.000662	0.999338	
Q8CYP1	OTHER	0.000639	0.999361	
Q8CYP2	OTHER	0.000664	0.999336	
Q8CYP3	OTHER	0.001527	0.998473	
Q8CYP4	OTHER	0.005699	0.994301	
Q8CYP5	SP(Sec/SPI)	0.993181	0.006819	CS pos: 27-28. AGA-QE. Pr: 0.9463
Q8CYP6	OTHER	0.000295	0.999705	
Q8CYP7	OTHER	0.001307	0.998693	
Q8CYP8	OTHER	0.001040	0.998960	
Q8CYP9	OTHER	0.000727	0.999273	
Q8CYQ0	OTHER	0.001031	0.998969	
Q8CYQ1	OTHER	0.001601	0.998399	
Q8CYQ2	OTHER	0.002792	0.997208	
Q8CYQ3	OTHER	0.000495	0.999505	
Q8CYQ4	OTHER	0.000325	0.999675	
Q8CYQ5	OTHER	0.000799	0.999201	
Q8CYQ6	OTHER	0.000195	0.999805	
Q8CYQ7	OTHER	0.000371	0.999629	
Q8CYQ8	OTHER	0.000469	0.999531	
Q8CYQ9	OTHER	0.000729	0.999271	
Q8CYR0	OTHER	0.021187	0.978813	
Q8CYR3	OTHER	0.000617	0.999383	
Q8CYR4	OTHER	0.003828	0.996172	
Q8CYR5	OTHER	0.000502	0.999498	
Q8CYR6	OTHER	0.000405	0.999595	
Q8CYR7	OTHER	0.001893	0.998107	
Q8CYR8	SP(Sec/SPI)	0.843927	0.156073	CS pos: 27-28. VTC-FK. Pr: 0.3872
Q8CYR9	OTHER	0.017792	0.982208	
Q8CYS0	OTHER	0.000572	0.999428	
Q8CYS1	OTHER	0.000987	0.999013	
Q8CYS2	OTHER	0.001339	0.998661	
Q8CYS3	OTHER	0.002695	0.997305	
Q8CYS4	OTHER	0.001190	0.998810	
Q8CYS5	OTHER	0.000829	0.999171	
Q8CYS6	OTHER	0.000692	0.999308	
Q8CYS7	OTHER	0.009926	0.990074	
Q8CYS8	OTHER	0.000204	0.999796	
Q8CYS9	OTHER	0.001018	0.998982	
Q8CYT0	OTHER	0.000571	0.999429	
Q8CYT1	OTHER	0.000445	0.999555	
Q8CYT2	OTHER	0.000460	0.999540	
Q8CYT3	OTHER	0.001078	0.998922	
Q8CYT4	OTHER	0.032071	0.967929	
Q8CYT5	OTHER	0.000723	0.999277	
Q8CYT6	OTHER	0.000861	0.999139	
Q8CYT7	OTHER	0.000309	0.999691	
Q8CYT8	OTHER	0.005722	0.994278	
Q8CYT9	OTHER	0.005076	0.994924	
Q8CYU0	OTHER	0.001905	0.998095	
Q8CYU1	OTHER	0.000622	0.999378	
Q8CYU2	OTHER	0.011607	0.988393	
Q8CYU3	OTHER	0.004244	0.995756	
Q8CYU4	OTHER	0.000231	0.999769	
Q8CYU5	OTHER	0.000400	0.999600	
Q8CYU6	OTHER	0.010566	0.989434	
Q8CYU7	OTHER	0.006545	0.993455	
Q8CYU8	OTHER	0.000260	0.999740	
Q8CYU9	OTHER	0.023990	0.976010	
Q8CYV0	OTHER	0.001324	0.998676	
Q8CYV1	OTHER	0.000451	0.999549	
Q8CYV2	OTHER	0.001015	0.998985	
Q8CYV4	OTHER	0.002859	0.997141	
Q8CYV5	OTHER	0.019804	0.980196	
Q8CYV6	OTHER	0.002577	0.997423	
Q8CYV7	OTHER	0.009426	0.990574	
Q8CYV8	OTHER	0.000341	0.999659	
Q8CYV9	OTHER	0.002485	0.997515	
Q8CYW0	OTHER	0.002800	0.997200	
Q8CYW1	OTHER	0.000247	0.999753	
Q8CYW2	OTHER	0.113357	0.886643	
Q8CYW3	OTHER	0.002503	0.997497	
Q8CYW4	OTHER	0.005844	0.994156	
Q8CYW5	OTHER	0.230323	0.769677	
Q8CYW6	OTHER	0.000401	0.999599	
Q8CYW7	OTHER	0.001055	0.998945	
Q8CYW8	OTHER	0.002738	0.997262	
Q8CYW9	OTHER	0.000268	0.999732	
